sample_id,iteration,seed,M(Q),G(Q),M(Qperc),M(CES),G(CES),needs_ma,needs_im,acceptance,cons_brown,cons_green,recreation,perc_part_time,M(I),G(I),M(E),G(E),Total Resource Error
0,0,302934307671667531413257853548643485645,0.4419695018987072,0.21863562046312537,0.5896030371311936,0.333109349072405,0.38141429555707956,0.5326269857158481,0.7733441533489382,0.3289123576645982,0.07177579341389188,0.08299007983888224,0.6801051582563552,0.02,0.22654166666666664,0.6479458209621902,0.07177579341389188,0.8816427052443336,-2.7755575615628914e-17
0,1,328530677494498397859470651507255972949,0.4633701257478847,0.2275174995561096,0.5908878388875278,0.3310302416713216,0.377784536832528,0.5374951710449255,0.7682311846149648,0.3564745752576274,0.0702294629374593,0.07912440745841427,0.6857565449224894,0.06,0.21958333333333335,0.6381089726213065,0.0702294629374593,0.8734940474964703,0.0
0,2,312458951358162775936600420074706364002,0.4467819472852497,0.24763069220676107,0.5702541440346419,0.33198464520789217,0.38039119073292776,0.5341136278762688,0.7324279877115504,0.35950690940828733,0.07263217900676981,0.07903326103407883,0.6851708102043642,0.04,0.22429761904761902,0.6470983493445147,0.07263217900676981,0.8748621545498435,-5.993750759918269e-17
0,3,329325272347819381495408738591077500473,0.4280512546414122,0.26226525332224593,0.5384005129693541,0.3303352595539807,0.37804331076049424,0.5224412060477843,0.6947341053827707,0.3645239066083952,0.07126360589454395,0.07655016916329269,0.6901144599726178,0.08,0.21907738095238094,0.6404512973780737,0.07126360589454395,0.8723909066691468,-2.7755575615628914e-17
0,4,303416399459424055589361154128267592196,0.4335392103507629,0.26411399911329114,0.5588377359531835,0.32855307689075725,0.3737830272964835,0.5292365293939554,0.7321815561055105,0.3622458998139194,0.06409757895447217,0.0847572230434361,0.6819094436232274,0.08,0.21295238095238098,0.6296953264758496,0.06409757895447217,0.88098802938565,0.0
0,5,47392387440050222334387056025351624211,0.43041957010284115,0.25015876574359064,0.5336159023522572,0.3282045547186277,0.37519237775097797,0.5221550358820901,0.6775030005162134,0.3570102309011727,0.06849342543520813,0.07650719674863089,0.6931356603942257,0.13,0.21349404761904764,0.6341129729277609,0.06849342543520813,0.868658802544222,-8.803247542014211e-17
0,6,32269235461866222275035555492679550579,0.44329544157408657,0.24759912859072103,0.5808817488590636,0.3278539305594688,0.3726392049554443,0.5359959815429679,0.7558689426871785,0.34235637523650764,0.06407965209158649,0.08130116544442963,0.6823871518446023,0.03,0.22403571428571425,0.6466326584834476,0.06407965209158649,0.8647380898673752,0.0
0,7,335946895643039144262342909566494010940,0.43209472698087437,0.23506181856756198,0.5723618456042818,0.33016021702802123,0.37737729657390023,0.5343600563891099,0.7426433898760725,0.3380020879584761,0.06789033711740271,0.08295146862233699,0.683119811255001,0.07,0.21873214285714287,0.6398794459411652,0.06789033711740271,0.8759605203838268,-1.1102230246251565e-16
0,8,239957681856335131410575018211164889450,0.4478560932748823,0.25079542464645027,0.5769698198489256,0.33062699507075366,0.377769927259614,0.5426329232413866,0.7429851261573144,0.34081727606603635,0.06898170624071617,0.08108420656618637,0.6843919839099205,0.07,0.21904761904761907,0.638758152173913,0.06898170624071617,0.8794098265346444,0.0
0,9,50008373285823983300663084911247910302,0.42827389039409847,0.22762880982072012,0.5719078332870584,0.32801332164464597,0.3757496419308025,0.5381261804855996,0.7408310754667154,0.3263434875936609,0.06543905446465416,0.08321712916592922,0.6852278205281549,0.11,0.21409523809523812,0.6374127001779358,0.06543905446465416,0.8815959932508058,-4.998374819164858e-17
0,10,25093249062797173789773481043814634713,0.4423582583470543,0.2388149264208509,0.5793807765665255,0.32716316526972167,0.37068354313157587,0.5259895345014072,0.7508513282720716,0.3398642530312857,0.059073665339566706,0.08795480644482813,0.6775213390258098,0.07,0.22067857142857142,0.6402767438096779,0.059073665339566706,0.8675081521687378,-9.71445146547012e-17
0,11,112360292329249152845992846838430581788,0.4204306922945611,0.24770217556022267,0.5504024002212498,0.324961391893326,0.3688137189729674,0.5306104005152126,0.7125668985545499,0.3358813969396607,0.06156911518433541,0.07815129083883546,0.6903010901135396,0.11,0.21586309523809524,0.6374782848476492,0.06156911518433541,0.8579404704661924,-1.3877787807814457e-16
0,12,120388950466732086747834186432780326999,0.42205158028111056,0.25891514412050215,0.553503713023509,0.33034170089052417,0.3789788205791025,0.5293984202600243,0.7238490447003325,0.33720632202741635,0.06998398502094061,0.08103798233907067,0.6856059627103555,0.08,0.2210059523809524,0.6457903525546069,0.06998398502094061,0.8842784153603965,0.0
0,13,217924791098015542278483380080719815330,0.4466367505660931,0.25320676506660966,0.5655637773496096,0.3301455660012798,0.3763122647883956,0.525536406017489,0.7401138012472611,0.3498647379513469,0.06650771620414662,0.08404409140123013,0.6826225752654345,0.09,0.2170595238095238,0.6347392091263094,0.06650771620414662,0.8779886723715707,0.0
0,14,188014063479111783507128120969650706364,0.45191012505760164,0.24558045517095475,0.5643184353268539,0.3264274100490729,0.3707589366167714,0.527734375314399,0.7358794519803695,0.3653258656632928,0.0636016239250811,0.07826711705008899,0.6895900258070526,0.1,0.21998809523809523,0.6420558471778774,0.0636016239250811,0.8591296576147606,0.0
0,15,177407450100309800300969634957035917318,0.4363043030733712,0.25759440556535323,0.5779437326865601,0.3296649935291663,0.3770633998611557,0.5376693654171032,0.7593342877639906,0.3231202312304071,0.06921819910739278,0.07939693511852373,0.686578254775659,0.07,0.21783333333333332,0.6394354574270412,0.06921819910739278,0.8745974592569197,0.0
0,16,312537407790844676711821858845565624259,0.4307768226571595,0.24835414089325236,0.5817608430424085,0.323388770794396,0.3659955006125256,0.5327428855409557,0.7681280361505185,0.31653910039714683,0.055995160537354795,0.0859994324634078,0.6830481865842107,0.12,0.2125595238095238,0.6338213385606273,0.055995160537354795,0.8762293450278246,0.0
0,17,31738771163799736317395271403351543462,0.43911662282949065,0.23933004666344287,0.5577449991132992,0.33024119039789845,0.37780846756016395,0.5190082235056519,0.7240691159367989,0.3608791282246678,0.06704306708852213,0.08446743725152672,0.6810087532246623,0.06,0.21855357142857146,0.6394381349238771,0.06704306708852213,0.8837889649352191,0.0
0,18,241686715792451210288543578996562890988,0.4425389340128585,0.2533146897213701,0.5996537391558481,0.3307379348224117,0.3780565121092557,0.5337237468204933,0.793054457060749,0.3214296500339218,0.06762978996329304,0.08435351531150852,0.6823131513551562,0.08,0.21961309523809525,0.6398148800650494,0.06762978996329304,0.8803588293297414,-5.551115123125783e-17
